name,score,budget_x,original_index,year,revenue_to_budget,lang_Arabic,lang_Basque,"lang_Bokmål, Norwegian, Norwegian Bokmål",lang_Cantonese,"lang_Catalan, Valencian",lang_Central Khmer,lang_Chinese,lang_Czech,lang_Danish,"lang_Dutch, Flemish",lang_Dzongkha,lang_English,lang_Finnish,lang_French,lang_Galician,lang_German,lang_Greek,lang_Gujarati,lang_Hindi,lang_Hungarian,lang_Icelandic,lang_Indonesian,lang_Irish,lang_Italian,lang_Japanese,lang_Kannada,lang_Korean,lang_Latin,lang_Latvian,lang_Macedonian,lang_Malay,lang_Malayalam,lang_No Language,lang_Norwegian,lang_Persian,lang_Polish,lang_Portuguese,lang_Romanian,lang_Russian,"lang_Spanish, Castilian",lang_Swedish,lang_Tagalog,lang_Tamil,lang_Telugu,lang_Thai,lang_Turkish,lang_Ukrainian,lang_Vietnamese,ctr_AR,ctr_AT,ctr_AU,ctr_BE,ctr_BO,ctr_BR,ctr_CA,ctr_CH,ctr_CL,ctr_CN,ctr_CO,ctr_CZ,ctr_DE,ctr_DK,ctr_DO,ctr_ES,ctr_FI,ctr_FR,ctr_GB,ctr_GR,ctr_GT,ctr_HK,ctr_HU,ctr_ID,ctr_IE,ctr_IL,ctr_IN,ctr_IR,ctr_IS,ctr_IT,ctr_JP,ctr_KR,ctr_LV,ctr_MU,ctr_MX,ctr_MY,ctr_NL,ctr_NO,ctr_PE,ctr_PH,ctr_PL,ctr_PR,ctr_PY,ctr_RU,ctr_SE,ctr_SG,ctr_SU,ctr_TH,ctr_TR,ctr_TW,ctr_UA,ctr_US,ctr_UY,ctr_VN,ctr_ZA,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Nan,Romance,Science_Fiction,Thriller,Tv_Movie,War,Western,text_pca_1,text_pca_2,text_pca_3,text_pca_4,text_pca_5,text_pca_6,text_pca_7,text_pca_8,text_pca_9,text_pca_10,text_pca_11,text_pca_12,text_pca_13,text_pca_14,text_pca_15,text_pca_16,text_pca_17,text_pca_18,text_pca_19,text_pca_20,text_pca_21,text_pca_22,text_pca_23,text_pca_24,text_pca_25,text_pca_26,text_pca_27,text_pca_28,text_pca_29,text_pca_30,text_pca_31,text_pca_32,text_pca_33,text_pca_34,text_pca_35,text_pca_36,text_pca_37,text_pca_38,text_pca_39,text_pca_40,text_pca_41,text_pca_42,text_pca_43,text_pca_44,text_pca_45,text_pca_46,text_pca_47,text_pca_48,text_pca_49,text_pca_50,text_pca_51,text_pca_52,text_pca_53,text_pca_54,text_pca_55,text_pca_56,text_pca_57,text_pca_58,text_pca_59,text_pca_60,text_pca_61,text_pca_62,text_pca_63,text_pca_64,text_pca_65,text_pca_66,text_pca_67,text_pca_68,text_pca_69,text_pca_70,text_pca_71,text_pca_72,text_pca_73,text_pca_74,text_pca_75
Prey for the Devil,0.71,0.059196497676272844,45,1.0,0.00013050835603648956,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.45456988,0.4786917,0.18051025,0.9193443,-0.38307777,-0.01691355,0.21117203,-0.52398455,0.52442825,1.936546,-0.9506919,0.36036822,-1.1097782,0.24633963,0.10508785,-0.3743655,0.39621446,1.2585974,0.17932215,-0.5646812,0.30474514,-0.2583083,-0.31911853,-0.5443189,0.7672708,-1.3494205,1.354935,0.68663883,-0.3740867,-1.0340925,1.2602797,0.66186225,-0.8699804,1.8322613,0.068381995,0.255032,0.63269526,-0.031796478,1.4050472,-0.15242805,-0.7471217,0.5182165,0.5701988,-0.31332886,0.5746694,0.9803234,-0.12019726,1.5637032,-0.011230661,0.40367192,-0.5953291,0.27105695,-0.049614243,-0.4205096,1.5885589,-0.48934233,1.3558987,0.4480717,-0.73578775,-0.7508599,0.31112128,1.1038874,-0.7085648,0.28940642,-0.016323972,-0.9791508,0.2641837,0.44715938,-0.7854496,-0.13816902,0.8473234,-0.67691004,-0.17616004,-0.8658908,-0.14707714
Bandit,0.62,0.24998281482362664,46,1.0,0.00039773357496694704,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.95446676,0.67348015,1.3292091,-0.7629561,-1.2549125,-0.25472772,0.5064487,0.8779154,-0.29434434,-0.20246004,-0.42348167,-1.2281853,1.6447973,0.7781117,-1.082578,0.31871432,1.0800418,0.9067705,-0.05000945,-0.9472201,-0.5475016,0.5661636,0.09889028,-0.66449404,0.25347918,-0.16175424,-1.0511537,0.3522209,1.1037122,-0.4115584,0.26373607,-0.52941567,-1.1373425,-0.49531025,0.32169068,0.19958079,-1.3322145,0.94028634,0.25011006,0.10069027,-1.048996,0.0936524,-0.9441629,0.7778685,-0.049516033,0.17219332,-0.5284859,-1.6850315,-0.936363,2.034762,1.2747949,0.6247354,0.55531144,-0.1369101,-0.6881835,0.0065564876,-0.87135744,-1.344261,-0.38023812,-0.48658076,0.82365173,-0.0091501055,0.94609123,-0.71851003,-1.4494624,-0.1518677,0.47505736,-0.1378108,1.9199432,-0.9522216,0.2951702,2.0261674,0.97325003,-0.48196965,0.3636456
Roald Dahl's Matilda the Musical,0.68,0.05432615782109443,47,1.0,5.0122828245960835e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.7628748,-0.5646129,-0.880991,0.8479291,0.9303199,-0.25378335,-0.6150471,-1.533745,0.72934735,-0.12425444,0.7509625,-0.63546526,0.9295749,-0.40795448,0.6140809,0.27538773,1.034896,-1.0242025,1.3801166,0.5680252,-0.41463,-0.6265642,-0.082538515,0.043141685,1.1673417,-1.3560343,-1.1304898,-0.78638244,-0.13922305,-1.1730834,0.09307889,-0.7956101,-0.05809755,1.9401345,0.16003887,1.0762534,-0.8430023,-0.5896783,-1.111808,0.40236348,-0.10590178,1.8050328,1.4376569,-0.27575365,-0.3588494,-0.5947677,0.55100495,0.32803228,-1.5236454,-0.37079212,1.4559051,-0.60784245,0.43298542,2.0469968,0.0032928167,-1.981098,0.495612,0.4724532,-0.63088506,0.24584341,0.23305084,0.23284791,-0.7860536,-0.12121842,-0.20543666,-1.1610509,-1.1330408,-1.7872657,-0.63656574,0.040968373,-0.34588653,-0.4721264,-0.21263337,0.9242801,-0.46627823
The Simpsons Meet the Bocellis in Feliz Navidad,0.52,0.21128627599423694,48,1.0,0.0004135603201256289,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6561395,1.2048416,-2.3725333,-0.5610792,-0.1720249,1.6545682,-0.43020585,-1.9934155,1.133091,1.9349543,0.25834978,-1.1461389,0.4990054,-0.66332763,-0.70912087,-0.36957544,-1.2928904,1.364926,-0.97817075,1.5325605,0.016389411,-0.46131974,-0.6452091,1.3396662,0.2690162,1.325278,-0.15365312,1.0053583,-0.22527449,-0.55372894,-1.2145498,-0.14619051,0.3668431,0.23370783,0.573189,-0.7178413,0.621714,-0.8442407,0.19406426,-0.7142959,-0.024257591,0.6423737,-0.14687124,0.8699541,-0.5539032,-1.1793292,1.8032318,-1.0801238,1.4378779,-0.89317846,1.4120901,0.8598593,0.36569464,-0.89241403,1.4196099,-2.5363057,0.09858323,0.13075669,1.5163304,0.9114245,1.3871914,-1.052134,-1.147077,0.67044455,0.24928518,1.2835275,0.6823766,-0.5742392,1.2731639,1.5810757,-0.3369392,2.5096738,-2.7252371,0.14819886,0.4509176
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,0.8300000000000001,0.03432569954972447,49,0.980000000000004,0.0030065024210641322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.36476868,1.2279226,-0.1516851,0.48896515,0.027874995,0.5577371,0.40341124,1.1190542,-1.2265451,-0.8348126,-0.53835756,-2.3597534,-0.65157205,-0.28493494,0.12297368,-0.1180062,-1.1655135,0.3816339,0.4115731,-0.90450644,-0.46813932,-1.15703,-1.9477218,-1.2769598,0.7818953,-0.6992668,0.018655613,0.80599177,1.179291,-1.0899137,1.5786341,0.13848183,0.54904354,0.71518576,-0.33269304,0.6440264,-1.6645882,-0.1783659,-0.38519952,-0.9014621,0.7885276,-0.058535244,0.3811944,0.2440227,0.91556513,-0.10288618,1.6239676,0.6820503,0.15191595,0.71862125,-0.7790328,-0.504971,-2.00089,-0.56656843,0.66795313,-1.8940132,0.55039966,0.7826259,-0.32222733,0.2114015,0.29589432,0.57482815,-0.41072774,-0.64906096,-0.19180495,-0.44765657,-0.21089007,1.1393262,0.17544623,0.27232924,-0.29948103,-1.1531515,0.79203826,0.23263027,-0.11319047
The Last Heretic,0.55,0.26607013995494594,51,1.0,0.0002654596517193601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5315997,-0.4601778,2.2917383,0.57140785,0.0782855,-1.0899593,0.42085272,0.2818236,0.024585435,0.21025757,1.1749644,0.53444004,0.34563458,0.030558888,-1.458346,1.0869077,0.23752402,1.052265,-0.31220067,0.5769527,0.11546833,0.06783101,0.80487466,1.1755672,0.59054554,-0.46502018,0.0263306,0.16356044,-0.4929634,0.3490447,-0.39776453,0.7345042,-0.76465166,0.47196004,-0.3806732,-1.0362718,-0.03264886,1.7154467,0.6068636,0.08876786,0.40045106,0.2925864,0.70172375,-1.2588238,0.08383162,-0.6326945,-1.0070738,0.4831889,0.9776895,-1.4506806,1.3978364,-1.2614428,0.14037886,0.8786221,-0.28627145,-1.179093,1.3484046,-1.0002493,0.32495368,1.2071719,0.14014456,-0.2487609,0.2536721,-0.19280656,-0.69523,-0.63810223,-0.7783508,0.8623389,0.61669666,0.6021042,0.91986674,-0.32616043,0.41474542,-0.2563384,-1.1253452
Troll,0.68,0.26389617709936225,56,1.0,0.0007605274445137932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.09376553,-1.0350826,-0.09074753,-0.7698276,1.7439499,-1.050833,0.33619848,1.4879638,1.1982915,0.6802395,-0.036906637,0.86518806,-0.9653374,-0.779513,1.4471966,0.7904113,0.2641502,0.6813459,-0.35087997,0.26189113,0.18457048,-0.3048978,0.50191075,-0.092950374,-0.97169447,-0.13762073,-0.23912159,0.41578802,-0.04433642,0.20014739,0.36835095,-0.86826104,-1.6111429,-1.1719384,-0.05438476,0.14606963,0.69626725,0.296676,-1.3404858,-0.4186507,0.06619191,-0.066463605,1.2377238,-1.044493,-0.12803133,-0.8301911,-0.742194,-0.5486949,-1.574526,0.8628635,-0.6152457,-0.17677358,-0.6613449,0.36459863,-0.3394044,-0.13873196,1.2103791,1.0058618,0.23625374,0.078851596,-0.097884044,0.01872981,0.14408356,-0.79290336,0.5395332,0.26071674,-2.0297568,-0.9609287,0.94968235,-1.2443022,-0.55037284,0.05697014,-0.19253796,1.4502349,0.95743185
Sonic the Hedgehog 2,0.76,0.19563374343403436,57,1.0,0.00042534271818458255,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.88700616,-0.63801116,0.388325,-0.19302805,-0.14831136,0.43924212,0.9923716,0.5930682,-0.041286208,0.8738304,1.2051481,-0.42734137,-0.18060388,0.77349246,-0.8338538,0.7482773,-0.16776712,0.30951187,-0.3107436,0.7805492,-0.5939308,0.3759449,-0.9207461,-0.037529066,0.26623335,-0.52304125,-0.99052453,-0.24190839,-0.20954265,0.4965732,0.4756127,-0.09109919,0.12324805,1.7240336,0.5512408,-0.6104914,-1.1337348,1.197516,0.45633358,0.4763013,0.09499462,-0.51535755,0.2427662,-1.0007318,-0.4833627,-0.09571724,-0.03575866,-0.72235906,-0.9555409,1.1084908,-0.4185725,0.38768676,-0.728497,0.1994696,-1.165658,-0.075699165,1.0445384,0.39262766,0.5639699,0.38910416,0.08371869,0.5105363,0.50947917,-0.40071633,-0.8910294,-1.3577894,-0.115560815,0.13671947,0.5125207,0.8922337,-0.46495435,-0.70905566,0.47712445,-0.29178005,0.88075346
A Bronx Tale,0.78,0.02171671498733906,58,0.44000000000000483,0.00016322162848385227,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6806541,1.4143292,-0.0052462607,-0.42319667,0.59573907,0.066786565,1.315755,-0.15762872,0.55563676,-0.034125153,1.1334581,2.2212996,-0.2705854,0.9553672,0.56016755,1.3896145,0.28116682,-1.702982,0.7392535,0.7337093,0.62719274,-1.8289198,-0.8718924,0.64272654,-0.5407123,0.765066,1.1715673,0.99401647,-0.24798937,-0.15451172,-0.32351655,-0.4860168,-0.86072105,-1.1507148,0.26943818,0.2269687,-0.79431707,-1.4444875,0.9239203,-0.98143387,-0.79353386,-1.5316848,-0.5692946,-0.7935606,0.6472807,-0.45983425,-0.9121935,0.15599257,-0.023669144,0.49959078,-0.021282695,-0.20784865,0.43879676,-0.19343382,0.62523115,-1.3204012,0.56436837,0.90709716,0.016126066,-0.8811363,-0.15716144,-0.09045881,-0.5942842,0.48984328,-1.1359832,-0.6796238,-0.5182672,-1.0690576,-0.92267084,0.5689946,-0.5667868,-0.94311655,0.33862472,0.40011755,0.54486686
Encanto at the Hollywood Bowl,0.73,0.2760703690906309,60,1.0,0.0003964287136339709,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.8367176,0.70891595,-0.22758865,-1.6899377,-0.67557794,-0.21046653,-0.5776946,0.09560176,-0.7579098,0.4103445,0.8184029,-0.81387496,0.3029567,0.963386,-2.2653813,-0.6647095,-2.0617793,1.566547,0.5587484,-1.0268803,0.9971813,0.85882795,0.9291483,1.1345454,0.6854524,-0.14677985,1.0654641,-0.93774563,0.5306303,-0.3505352,-0.22666733,-1.601796,1.262456,-1.2883149,-0.7045973,0.43343866,0.27770016,0.081950516,0.5038178,0.2850065,1.2363479,0.38058794,0.10630654,-0.23391488,1.1085976,-0.36194977,1.3168306,1.8625621,0.6186172,1.8820595,0.28696135,-0.09800753,-0.25649405,-0.761841,1.7753811,0.16435042,1.1935936,0.47308916,2.6152499,0.41217598,-0.9726692,-0.72100264,-1.800202,1.4640825,-0.19199474,2.095882,0.21028124,-1.0607647,0.52790326,1.1269464,2.4530208,0.9166638,1.706733,-1.519747,1.4516118
The Forbidden Legend: Sex & Chopsticks 2,0.6,0.19476415829180088,61,0.740000000000002,0.00033550611321206007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.7874218,1.1817348,-0.88338774,1.1279815,1.3096215,0.2511946,-0.18413028,0.6475776,-0.01268714,-0.11319394,-0.14787905,0.46907845,-0.16635598,0.21306582,-0.36504325,0.1802785,-1.8263855,0.51155645,-1.312488,-0.51779884,0.19221105,0.3499661,-0.9209036,-0.54611415,0.41802382,-0.4217698,-0.86210835,0.94948137,0.52114314,-0.69478333,-0.3513046,1.0479409,0.6694605,0.16985773,0.107362926,-0.24025497,0.04058068,0.95987976,0.86842924,-0.49011075,-0.8245648,-0.7041547,-0.59476835,0.6377,0.35068107,0.89277655,0.24644482,-0.26172444,-0.063080415,0.51643825,-0.54030675,0.34317386,0.5601177,-0.44054464,-1.1256435,0.11326787,0.23004642,0.32122633,0.40460575,-0.68254155,0.6605408,-0.40882212,1.8390208,0.047236852,0.98732936,0.23980987,-0.81479096,-0.33989483,-0.6434633,0.27035773,-0.11439361,0.22010511,0.24405615,-0.98602086,-0.95784
Top Gun: Maverick,0.8300000000000001,0.3695507718807296,62,1.0,0.0008228126891358791,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2486508,-0.34088197,0.36709443,0.026841642,1.3665363,-0.15847471,0.18707813,0.29384965,-0.4478183,-0.43303224,0.8549609,0.372965,0.8622248,-2.1308742,-1.2157464,-0.6205518,-0.030563498,0.22407228,-0.66424376,0.99617404,0.13628444,0.21759239,0.5988727,-1.4699806,-0.40316755,-0.9640905,-0.098339684,0.63891333,0.3291463,-1.2906786,1.117249,-2.0258954,0.66376716,1.1083355,0.12493593,0.47075328,2.952605,-0.7349532,-1.3612686,0.43006074,1.6437192,-1.4129481,-0.38565546,-0.17937663,2.1691892,1.7895386,-1.3260095,0.81489056,0.2335663,-0.84266067,1.5556828,0.9059185,-1.1227881,-0.7040362,-0.43880585,2.0051706,2.0178201,-0.12539391,-2.5662231,0.2583113,0.96029043,1.1402051,1.0321215,-1.0354415,-0.59469914,1.4042639,1.9942507,-0.1338486,1.150922,-0.69016105,2.8434498,0.9721661,-0.045733493,-0.9882854,-1.8172528
Sniper: The White Raven,0.76,0.002151049287085839,64,1.0,0.009670765227349073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.8024144,0.7719641,0.5538022,1.2086493,0.5127556,1.1987361,-0.434165,0.59389895,0.08800465,-0.14331236,0.037411075,-0.04187738,0.63285273,0.19824435,-0.28834182,0.1365798,-0.14024717,-0.6202102,-1.1965781,1.089823,1.0099452,-0.24431269,0.038324635,-0.61075336,-0.1575,-1.4139688,1.4010756,-0.21016946,0.035686977,-0.21341804,-1.6264789,-0.9516573,-0.45083627,0.33835417,0.46402806,-1.2505063,1.0254308,-0.74529123,0.10295111,1.2463814,2.837118,-0.21844277,-2.793092,0.22035809,2.1765714,0.3218974,-0.40950242,0.07785756,1.4276793,-0.9165753,1.5190786,-0.017103508,1.0020642,-0.97878665,0.5173933,1.0377852,1.6359453,-1.3137518,0.36827385,1.5327262,0.8984795,0.8942574,-0.07848519,-1.2216749,0.8169788,0.703693,-0.61222243,0.9864259,-0.17413585,0.4012302,0.27361616,-0.057683785,0.54314476,1.2441444,0.015565367
The Enforcer,0.74,0.0027196905772580095,65,1.0,0.007636404549400106,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.6880736,1.2594867,-0.04195464,0.9692373,-0.0018231205,0.3228668,-0.037676066,0.5462072,1.6270227,0.569012,0.04454035,0.22776537,0.1566234,-0.49549338,-1.1960461,-0.6855356,-0.21665207,-0.81958705,0.34031758,0.96918607,0.49801815,-0.09854585,-2.1676862,-2.1238406,-0.40630543,-1.0420188,0.3186082,-0.54313815,1.5779666,1.3165197,-0.19994178,-1.6025264,-0.00043731328,-0.2915801,-0.7137385,-0.0037674333,-0.9747192,-0.34204993,0.09650779,0.80857015,1.0331744,0.3989703,-1.972395,-0.5134899,0.39866123,-0.18428847,0.5869571,-0.58532447,0.4829458,1.4939258,-0.7335988,0.685337,-0.68719774,1.1774843,1.2004789,-1.341817,1.0317227,-0.6213995,0.028293006,-0.8985252,1.829797,-0.5479983,0.2783677,0.9157921,-0.24562196,1.4093753,0.8821772,0.057314485,-2.518068,2.339811,-2.4697645,0.19842216,0.10554173,1.6288426,-3.1874788
Diabolik - Ginko Attacks,0.5700000000000001,0.04710860114055657,66,1.0,5.326666121325248e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2007093,0.2118715,-0.36840627,2.096001,-0.30059156,-0.3838164,0.1728708,-0.097525686,1.8913931,0.94701827,0.10050737,1.3321084,-0.38467237,0.12525533,1.1249434,1.9541986,0.832017,-0.5243371,0.41451147,0.6706921,0.4554564,1.0489368,0.42338073,-0.089923054,0.74942803,-0.019475387,-0.48924363,-0.5892094,1.2084796,0.8441038,1.5444409,-0.6620461,1.2091042,0.2946644,-0.3770507,0.19412,-0.81105804,0.12744214,1.0868716,-0.48381373,1.2157196,-0.11275577,-0.5066776,-2.0609233,0.8900937,1.066399,-0.4605542,-0.84086883,-0.18271616,-1.0875188,1.4144156,-0.4922957,-1.059389,-0.13387114,0.94756436,-0.052812703,0.55719805,0.18199274,-0.3414824,-1.1830121,0.5116742,1.2065428,0.21723424,0.08610667,0.0013010663,1.0786746,-0.030319337,1.2454017,-0.18826176,0.35338432,-0.2451364,0.75002486,0.32693303,-0.30646035,0.7943669
Avatar,0.76,0.515206283204837,68,0.740000000000002,0.001164864931825138,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9117893,-0.23172829,1.1241304,-0.36229658,-0.43893215,1.4779599,2.14319,0.26683465,0.32835844,1.6261314,0.927052,0.08440044,-0.2800332,1.1890597,0.97074676,-0.26831502,1.5001523,0.9773955,-1.4648112,-0.57511497,-0.6682171,-1.6243987,0.15918234,-0.73698825,1.7633119,0.35081166,-0.5353126,0.41813543,-0.4097233,-0.359757,0.031383168,2.3545485,-0.11971175,0.45490807,0.9642132,-0.031258818,0.42049107,-0.8886291,0.41319856,-0.5539594,-0.73847157,1.0522343,-0.5672279,0.83704877,-0.6041771,0.121175244,-0.7413551,1.7945087,0.9637909,0.45851836,-0.8835696,-0.05110567,0.8579183,0.5037437,-1.0835873,-0.7232101,0.08087955,-0.20602275,1.4315537,-0.5088774,-0.82249564,-0.85239434,-0.23711142,-0.28353813,0.22204797,0.81378305,0.50123274,0.42851925,-0.07756075,0.4708557,1.4543754,-0.6354024,-0.31142393,-0.61871487,0.1613248
